0,0,0,0,0,0
0,0,0,1.8358e-05,0,0
0,0,0,7.3671e-05,0,0
0,0,0,0.0001657,0,0
0,0,0,0.00029445,0,0
0,0,0,0.00046015,0,0
0,0,0,0.00066233,0,0
0,0,0,0.0009017,0,0
0,0,0,0.0011775,0,0
0,0,0,0.0014901,0,0
0,0,0,0.0018396,0,0
0,0,0,0.0022261,0,0
0,0,0,0.0026491,0,0
0,0,0,0.003109,0,0
0,0,0,0.0036056,0,0
0,0,0,0.0041387,0,0
0,0,0,0.004709,0,0
0,0,0,0.0053158,0,0
0,0,0,0.005959,0,0
0,0,0,0.0066392,0,0
0,0,0,0.0073559,0,0
0,0,0,0.0081098,0,0
0,0,0,0.0088999,0,0
0,0,0,0.0097265,0,0
0,0,0,0.01059,0,0
0,0,0,0.01149,0,0
0,0,0,0.012427,0,0
0,0,0,0.013401,0,0
0,0,0,0.01441,0,0
0,0,0,0.015457,0,0
0,0,0,0.01654,0,0
0,0,0,0.01766,0,0
0,0,0,0.018816,0,0
0,0,0,0.020009,0,0
0,0,0,0.021238,0,0
0,0,0,0.022503,0,0
0,0,0,0.023805,0,0
0,0,0,0.025144,0,0
0,0,0,0.026519,0,0
0,0,0,0.02793,0,0
0,0,0,0.029377,0,0
0,0,0,0.030861,0,0
0,0,0,0.032381,0,0
0,0,0,0.033938,0,0
0,0,0,0.035531,0,0
0,0,0,0.037159,0,0
0,0,0,0.038825,0,0
0,0,0,0.040526,0,0
0,0,0,0.042264,0,0
0,0,0,0.044037,0,0
0,0,0,0.045847,0,0
0,0,0,0.047693,0,0
0,0,0,0.049575,0,0
0,0,0,0.051492,0,0
0,0,0,0.053446,0,0
0,0,0,0.055436,0,0
0,0,0,0.057462,0,0
0,0,0,0.059523,0,0
0,0,0,0.06162,0,0
0,0,0,0.063754,0,0
0,0,0,0.065923,0,0
0,0,0,0.068127,0,0
0,0,0,0.070368,0,0
0,0,0,0.072644,0,0
0,0,0,0.074956,0,0
0,0,0,0.077303,0,0
0,0,0,0.079686,0,0
0,0,0,0.082104,0,0
0,0,0,0.084558,0,0
0,0,0,0.087048,0,0
0,0,0,0.089572,0,0
0,0,0,0.092133,0,0
0,0,0,0.094728,0,0
0,0,0,0.097359,0,0
0,0,0,0.10002,0,0
0,0,0,0.10273,0,0
0,0,0,0.10546,0,0
0,0,0,0.10823,0,0
0,0,0,0.11104,0,0
0,0,0,0.11388,0,0
0,0,0,0.11676,0,0
0,0,0,0.11967,0,0
0,0,0,0.12262,0,0
0,0,0,0.1256,0,0
0,0,0,0.12861,0,0
0,0,0,0.13166,0,0
0,0,0,0.13475,0,0
0,0,0,0.13787,0,0
0,0,0,0.14102,0,0
0,0,0,0.14421,0,0
0,0,0,0.14744,0,0
0,0,0,0.1507,0,0
0,0,0,0.15399,0,0
0,0,0,0.15731,0,0
0,0,0,0.16068,0,0
0,0,0,0.16407,0,0
0,0,0,0.1675,0,0
0,0,0,0.17096,0,0
0,0,0,0.17446,0,0
0,0,0,0.17799,0,0
0,0,0,0.18156,0,0
0.0062832,0,0,0.18516,0,0
0.0062832,0,0,0.18879,0,0
0.0062832,0,0,0.19246,0,0
0.0062832,0,0,0.19616,0,0
0.0062832,0,0,0.1999,0,0
0.0062832,0,0,0.20366,0,0
0.0062832,0,0,0.20747,0,0
0.0062832,0,0,0.2113,0,0
0.0062832,0,0,0.21517,0,0
0.0062832,0,0,0.21907,0,0
0.0062832,0,0,0.22301,0,0
0.0062832,0,0,0.22697,0,0
0.0062832,0,0,0.23098,0,0
0.0062832,0,0,0.23501,0,0
0.0062832,0,0,0.23908,0,0
0.012566,0,0,0.24318,0,0
0.012566,0,0,0.24731,0,0
0.01885,0,0,0.25148,0,0
0.025133,0,0,0.25568,0,0
0.031416,0,0,0.25991,0,0
0.037699,0,0,0.26418,0,0
0.037699,0,0,0.26847,0,0
0.037699,0,0,0.2728,0,0
0.043982,0,0,0.27717,0,0
0.043982,0,0,0.28156,0,0
0.050265,0,0,0.28599,0,0
0.050265,0,0,0.29045,0,0
0.056549,0,0,0.29494,0,0
0.056549,0,0,0.29946,0,0
0.056549,0,0,0.30402,0,0
0.056549,0,0,0.3086,0,0
0.056549,0,0,0.31322,0,0
0.062832,0,0,0.31787,0,0
0.062832,0,0,0.32256,0,0
0.069115,0,0,0.32727,0,0
0.075398,0,0,0.33202,0,0
0.081681,0,0,0.33679,0,0
0.081681,0,0,0.3416,0,0
0.087965,0,0,0.34644,0,0
0.094248,0,0,0.35131,0,0
0.10053,0,0,0.35622,0,0
0.10681,0,0,0.36115,0,0
0.10681,0,0,0.36611,0,0
0.1131,0,0,0.37111,0,0
0.11938,0,0,0.37614,0,0
0.11938,0,0,0.38119,0,0
0.12566,0,0,0.38628,0,0
0.13195,0,0,0.3914,0,0
0.13195,0,0,0.39655,0,0
0.13823,0,0,0.40173,0,0
0.14451,0,0,0.40694,0,0
0.1508,0,0,0.41218,0,0
0.1508,0,0,0.41745,0,0
0.1508,0,0,0.42275,0,0
0.15708,0,0,0.42808,0,0
0.15708,0,0,0.43344,0,0
0.15708,0,0,0.43883,0,0
0.16336,0,0,0.44425,0,0
