2.1426,0,0,4.6,0,0
2.1426,0,0,4.6,0,0
2.1426,0,0,4.6,0,0
2.1426,0,0,4.5999,0,0
2.1426,0,0,4.5998,0,0
2.1426,0,0,4.5996,0,0
2.1426,0,0,4.5994,0,0
2.1426,0,0,4.5992,0,0
2.1426,0,0,4.5989,0,0
2.1426,0,0,4.5986,0,0
2.1426,0,0,4.5983,0,0
2.1426,0,0,4.5979,0,0
2.1426,0,0,4.5975,0,0
2.1426,0,0,4.5971,0,0
2.1426,0,0,4.5966,0,0
2.1426,0,0,4.5961,0,0
2.1426,0,0,4.5955,0,0
2.1426,0,0,4.5949,0,0
2.1426,0,0,4.5943,0,0
2.1426,0,0,4.5936,0,0
2.1426,0,0,4.5929,0,0
2.1426,0,0,4.5922,0,0
2.1426,0,0,4.5914,0,0
2.1426,0,0,4.5906,0,0
2.1426,0,0,4.5898,0,0
2.1426,0,0,4.5889,0,0
2.1426,0,0,4.5879,0,0
2.1426,0,0,4.587,0,0
2.1426,0,0,4.586,0,0
2.1426,0,0,4.585,0,0
2.1426,0,0,4.5839,0,0
2.1426,0,0,4.5828,0,0
2.1426,0,0,4.5816,0,0
2.1426,0,0,4.5805,0,0
2.1426,0,0,4.5793,0,0
2.1426,0,0,4.578,0,0
2.1426,0,0,4.5767,0,0
2.1426,0,0,4.5754,0,0
2.1426,0,0,4.574,0,0
2.1426,0,0,4.5726,0,0
2.1426,0,0,4.5712,0,0
2.1426,0,0,4.5697,0,0
2.1426,0,0,4.5682,0,0
2.1426,0,0,4.5667,0,0
2.1426,0,0,4.5651,0,0
2.1426,0,0,4.5635,0,0
2.1426,0,0,4.5618,0,0
2.1426,0,0,4.5602,0,0
2.1426,0,0,4.5584,0,0
2.1426,0,0,4.5567,0,0
2.1426,0,0,4.5549,0,0
2.1426,0,0,4.553,0,0
2.1426,0,0,4.5512,0,0
2.1426,0,0,4.5493,0,0
2.1426,0,0,4.5473,0,0
2.1426,0,0,4.5454,0,0
2.1426,0,0,4.5433,0,0
2.1426,0,0,4.5413,0,0
2.1426,0,0,4.5392,0,0
2.1426,0,0,4.5371,0,0
2.1426,0,0,4.5349,0,0
2.1426,0,0,4.5328,0,0
2.1426,0,0,4.5305,0,0
2.1426,0,0,4.5283,0,0
2.1426,0,0,4.526,0,0
2.1426,0,0,4.5236,0,0
2.1426,0,0,4.5213,0,0
2.1426,0,0,4.5189,0,0
2.1426,0,0,4.5164,0,0
2.1426,0,0,4.5139,0,0
2.1426,0,0,4.5114,0,0
2.1426,0,0,4.5089,0,0
2.1426,0,0,4.5063,0,0
2.1426,0,0,4.5037,0,0
2.1426,0,0,4.501,0,0
2.1426,0,0,4.4984,0,0
2.1426,0,0,4.4956,0,0
2.1426,0,0,4.4929,0,0
2.1426,0,0,4.4901,0,0
2.1426,0,0,4.4873,0,0
2.1426,0,0,4.4844,0,0
2.1426,0,0,4.4815,0,0
2.1426,0,0,4.4786,0,0
2.1426,0,0,4.4756,0,0
2.1426,0,0,4.4726,0,0
2.1426,0,0,4.4696,0,0
2.1426,0,0,4.4665,0,0
2.1426,0,0,4.4634,0,0
2.1426,0,0,4.4602,0,0
2.1426,0,0,4.4571,0,0
2.1426,0,0,4.4539,0,0
2.1426,0,0,4.4506,0,0
2.1426,0,0,4.4473,0,0
